trial_id,cancer_type,status,facility,address,city,province,latitude,longitude,principal_investigator,url
IND-19-8022,Leukemia,"Active, not recruiting",St. Paul's Community Cancer Centre,"7926 College Ave, Corner Brook, Newfoundland and Labrador, A1B 6E7",Corner Brook,Newfoundland and Labrador,48.9345,-57.9283,Nancy Morin,https://cancertrialscanada.com/trial/IND-19-8022
OCN-13-5789,Penile Cancer,Recruiting,Joseph Brant Centre for Cancer Medicine,"8458 King Street, Lethbridge, Alberta, T1J 8R9",Lethbridge,Alberta,49.6916,-112.876,Cynthia Collins,https://cancertrialscanada.com/trial/OCN-13-5789
CTEP-23-3188,Esophageal Cancer,Recruiting,The Ottawa Hospital Community Cancer Centre,"2937 Maple Drive, Medicine Hat, Alberta, T7X 5V3",Medicine Hat,Alberta,50.0898,-110.7027,Melissa Davis,https://cancertrialscanada.com/trial/CTEP-23-3188
CCTG-15-9346,Leukemia,Recruiting,St. Paul's Clinical Trials Unit,"2850 Pine Street, St. Albert, Alberta, T1J 9Z7",St. Albert,Alberta,53.6651,-113.6327,Mohammed Davis,https://cancertrialscanada.com/trial/CCTG-15-9346
OCN-12-9060,Cervical Cancer,Completed,Sault Area Cancer Research Centre,"1100 Laurier Blvd, Summerside, Prince Edward Island, C1N 5L5",Summerside,Prince Edward Island,46.3838,-63.8056,Yuki Sanchez,https://cancertrialscanada.com/trial/OCN-12-9060
NCI-15-0711,Soft Tissue Sarcoma,Recruiting,Stevenson Memorial Clinical Trials Unit,"8465 College Ave, Prince Albert, Saskatchewan, S7N 7B6",Prince Albert,Saskatchewan,53.1601,-105.7802,Matthew Davis,https://cancertrialscanada.com/trial/NCI-15-0711
QCI-10-4248,Lung Cancer,Completed,Peterborough Regional General Hospital Cancer Program,"5062 Clinical Ave, Prince Albert, Saskatchewan, S4P 6T0",Prince Albert,Saskatchewan,53.1958,-105.7976,Elizabeth Gagnon,https://cancertrialscanada.com/trial/QCI-10-4248
QCI-12-1921,Kidney Cancer,"Active, not recruiting",Timmins and District Comprehensive Cancer Centre,"1517 Park Road, Dartmouth, Nova Scotia, B3H 3N2",Dartmouth,Nova Scotia,44.6966,-63.5999,Thomas Anderson,https://cancertrialscanada.com/trial/QCI-12-1921
QCI-22-7674,Head and Neck Cancer,Completed,London Health Sciences Community Cancer Centre,"6773 Victoria Street, Thompson, Manitoba, R5G 6T0",Thompson,Manitoba,55.7687,-97.8122,Melissa Sanchez,https://cancertrialscanada.com/trial/QCI-22-7674
UHN-19-5816,Cervical Cancer,Recruiting,Kingston General University Health Network,"9781 Research Drive, Lévis, Quebec, J4K 5H6",Lévis,Quebec,46.8356,-71.2102,Carol Shah,https://cancertrialscanada.com/trial/UHN-19-5816
CCTG-19-9711,Prostate Cancer,Completed,Stevenson Memorial University Health Network,"1636 Research Drive, Spruce Grove, Alberta, T1A 9N6",Spruce Grove,Alberta,53.5004,-113.866,Deborah Bailey,https://cancertrialscanada.com/trial/CCTG-19-9711
CTEP-21-5424,Thyroid Cancer,Recruiting,Royal Victoria Cancer Research Centre,"9539 King Street, Steinbach, Manitoba, R5G 4R7",Steinbach,Manitoba,49.5086,-96.7134,Amanda Shah,https://cancertrialscanada.com/trial/CTEP-21-5424
CTEP-22-8516,Stomach Cancer,Completed,Hamilton Health Sciences University Health Network,"6069 Research Drive, Kelowna, British Columbia, V2P 1B8",Kelowna,British Columbia,49.8616,-119.453,Kenneth Patel,https://cancertrialscanada.com/trial/CTEP-22-8516
QCI-10-8258,Head and Neck Cancer,Recruiting,Stevenson Memorial Cancer Treatment Centre,"9025 University Ave, Grand Falls-Windsor, Newfoundland and Labrador, A2V 1W2",Grand Falls-Windsor,Newfoundland and Labrador,48.9743,-55.7002,Steven Morin,https://cancertrialscanada.com/trial/QCI-10-8258
OCN-17-6315,Adrenal Cancer,Terminated,Sault Area Hospital Oncology Research Institute,"4817 Oncology Blvd, Grand Falls-Windsor, Newfoundland and Labrador, A2H 1J1",Grand Falls-Windsor,Newfoundland and Labrador,48.9198,-55.6224,Carlos Fortin,https://cancertrialscanada.com/trial/OCN-17-6315
UHN-19-9326,Pancreatic Cancer,Suspended,McGill University Health Centre Cancer Research Centre,"7410 Pine Street, Prince George, British Columbia, V2A 9L5",Prince George,British Columbia,53.8961,-122.7644,Michelle Morris,https://cancertrialscanada.com/trial/UHN-19-9326
OCN-24-5503,Vulvar Cancer,Recruiting,Bracebridge University Health Network,"9381 Princess Avenue, Steinbach, Manitoba, R3E 2C5",Steinbach,Manitoba,49.5558,-96.6818,Lisa Rivera,https://cancertrialscanada.com/trial/OCN-24-5503
CTEP-14-7276,Testicular Cancer,Suspended,Moncton City Hospital Community Cancer Centre,"779 Princess Avenue, Ottawa, Ontario, N2E 9S2",Ottawa,Ontario,45.4683,-75.6868,Kevin Murphy,https://cancertrialscanada.com/trial/CTEP-14-7276
BCCA-16-7882,Esophageal Cancer,Completed,Winchester District Memorial Provincial Cancer Agency,"4892 Oak Ave, Quebec City, Quebec, G1R 5A7",Quebec City,Quebec,46.7832,-71.232,Sandra Singh,https://cancertrialscanada.com/trial/BCCA-16-7882
UHN-21-0182,Prostate Cancer,Completed,Lake of the Woods District Provincial Cancer Agency,"7877 Centre Street, Guelph, Ontario, L6P 1E0",Guelph,Ontario,43.5892,-80.2194,Linda Collins,https://cancertrialscanada.com/trial/UHN-21-0182
HREBA.CC-11-2251,Neuroendocrine Tumors,Suspended,Sault Area Integrated Cancer Centre,"4103 Oak Ave, Portage la Prairie, Manitoba, R3E 6V2",Portage la Prairie,Manitoba,49.9856,-98.344,Melissa Parker,https://cancertrialscanada.com/trial/HREBA.CC-11-2251
BCCA-16-4719,Bladder Cancer,Recruiting,Cross Cancer Cancer Research Centre,"83 Dundas Street, Prince Albert, Saskatchewan, S6H 6B9",Prince Albert,Saskatchewan,53.236,-105.7496,Lisa Li,https://cancertrialscanada.com/trial/BCCA-16-4719
BCCA-21-7901,Gallbladder Cancer,Suspended,Moncton City Hospital General Hospital Cancer Program,"5362 Clinical Ave, Bathurst, New Brunswick, E1C 1P5",Bathurst,New Brunswick,47.6325,-65.6009,Priya Shah,https://cancertrialscanada.com/trial/BCCA-21-7901
CancerCare-17-4190,Lymphoma,Completed,Sault Area Hospital Cancer Research Centre,"3418 Hospital Drive, Thompson, Manitoba, R5G 7S0",Thompson,Manitoba,55.704,-97.8235,Daniel Jackson,https://cancertrialscanada.com/trial/CancerCare-17-4190
OCN-20-7579,Testicular Cancer,"Active, not recruiting",Dr. H. Bliss Murphy Medical Sciences Centre,"8579 Oncology Blvd, Quebec City, Quebec, G7H 5A9",Quebec City,Quebec,46.7617,-71.191,Aisha Wright,https://cancertrialscanada.com/trial/OCN-20-7579
QCI-23-0760,Lung Cancer,Recruiting,Allan Blair Oncology Research Institute,"8984 Pine Street, Halifax, Nova Scotia, B2H 7W1",Halifax,Nova Scotia,44.6212,-63.6096,Mohammed Park,https://cancertrialscanada.com/trial/QCI-23-0760
BCCA-12-8372,Stomach Cancer,Terminated,Sunnybrook General Hospital Cancer Program,"1161 Oak Ave, Miramichi, New Brunswick, E1V 7G5",Miramichi,New Brunswick,46.9964,-65.5259,James Lee,https://cancertrialscanada.com/trial/BCCA-12-8372
CTEP-21-9875,Brain Cancer,Recruiting,Headwaters Health Cancer Treatment Centre,"7617 Centre Street, Montreal, Quebec, G1R 3C7",Montreal,Quebec,45.5249,-73.5255,Elizabeth Anderson,https://cancertrialscanada.com/trial/CTEP-21-9875
NCI-11-3034,Gallbladder Cancer,Suspended,Hotel-Dieu Grace Clinical Trials Unit,"6668 University Ave, Prince Albert, Saskatchewan, S9H 1L3",Prince Albert,Saskatchewan,53.1631,-105.7932,Dorothy Sanchez,https://cancertrialscanada.com/trial/NCI-11-3034
CCTG-22-1967,Cervical Cancer,Completed,QEII Health Sciences Integrated Cancer Centre,"7170 Main Street, Kingston, Ontario, P3E 4K1",Kingston,Ontario,44.192,-76.441,Dorothy Jones,https://cancertrialscanada.com/trial/CCTG-22-1967
CCTG-12-1190,Brain Cancer,Completed,Perth and Smiths Falls Cancer Treatment Centre,"1946 Birch Road, Labrador City, Newfoundland and Labrador, A1B 2B6",Labrador City,Newfoundland and Labrador,52.923,-66.9409,Cynthia Bell,https://cancertrialscanada.com/trial/CCTG-12-1190
OCN-16-1374,Colorectal Cancer,Recruiting,CancerCare Manitoba Cancer Research Centre,"5948 Research Drive, Regina, Saskatchewan, S9H 1S9",Regina,Saskatchewan,50.4374,-104.5854,Mark Chen,https://cancertrialscanada.com/trial/OCN-16-1374
BCCA-10-4672,Uterine Cancer,Completed,Saint John Regional General Hospital Cancer Program,"2528 King Street, Brandon, Manitoba, C0N 6M1",Brandon,Manitoba,49.8958,-99.921,Barbara Johnson,https://cancertrialscanada.com/trial/BCCA-10-4672
NCI-18-5316,Thyroid Cancer,Recruiting,Michael Garron Centre for Cancer Medicine,"9326 Richmond Road, Penticton, British Columbia, V6Y 3P9",Penticton,British Columbia,49.4536,-119.5713,Ashley Shah,https://cancertrialscanada.com/trial/NCI-18-5316
OCN-22-8488,Adrenal Cancer,Recruiting,Quinte Health University Health Network,"6353 Laurier Blvd, Halifax, Nova Scotia, B1P 2J8",Halifax,Nova Scotia,44.6279,-63.5961,Mary King,https://cancertrialscanada.com/trial/OCN-22-8488
IND-21-3177,Pancreatic Cancer,Completed,Trillium Health Cancer Treatment Centre,"2736 Birch Road, Regina, Saskatchewan, S6V 2V6",Regina,Saskatchewan,50.4034,-104.6294,Cynthia Cook,https://cancertrialscanada.com/trial/IND-21-3177
IND-10-1578,Neuroendocrine Tumors,Completed,Dr. H. Bliss Murphy Comprehensive Cancer Centre,"171 Maple Drive, Stratford, Prince Edward Island, C0A 9X0",Stratford,Prince Edward Island,46.1843,-63.118,John Smith,https://cancertrialscanada.com/trial/IND-10-1578
CCTG-24-6276,Soft Tissue Sarcoma,Recruiting,Hamilton Health Sciences Community Cancer Centre,"7564 Cedar Blvd, Moncton, New Brunswick, E1V 9E0",Moncton,New Brunswick,46.0743,-64.7665,Barbara Williams,https://cancertrialscanada.com/trial/CCTG-24-6276
BCCA-15-3655,Ovarian Cancer,Completed,Juravinski Community Cancer Centre,"3452 College Ave, Miramichi, New Brunswick, E1C 1H9",Miramichi,New Brunswick,46.9771,-65.4528,Deborah Scott,https://cancertrialscanada.com/trial/BCCA-15-3655
UHN-15-8299,Breast Cancer,Not yet recruiting,Moncton City Hospital Centre for Cancer Medicine,"8875 Cedar Blvd, Red Deer, Alberta, T8V 2S4",Red Deer,Alberta,52.2457,-113.8327,Linda Park,https://cancertrialscanada.com/trial/UHN-15-8299
CCTG-11-4885,Leukemia,"Active, not recruiting",Lake of the Woods District Integrated Cancer Centre,"2893 Park Road, Labrador City, Newfoundland and Labrador, A2V 4A8",Labrador City,Newfoundland and Labrador,52.9553,-66.9124,Amanda Tremblay,https://cancertrialscanada.com/trial/CCTG-11-4885
NCI-24-7682,Cervical Cancer,Recruiting,Dalhousie University University Health Network,"1329 Clinical Ave, Red Deer, Alberta, T5J 1B9",Red Deer,Alberta,52.2472,-113.811,Lisa Liu,https://cancertrialscanada.com/trial/NCI-24-7682
IND-14-8422,Lymphoma,Completed,William Osler Regional Cancer Program,"1112 Wellington Street, Prince Albert, Saskatchewan, S9H 2B5",Prince Albert,Saskatchewan,53.156,-105.7222,Richard Green,https://cancertrialscanada.com/trial/IND-14-8422
CancerCare-24-6408,Uterine Cancer,Completed,Allan Blair Oncology Research Institute,"86 Birch Road, Steinbach, Manitoba, R8N 7V6",Steinbach,Manitoba,49.563,-96.6806,Susan Wilson,https://cancertrialscanada.com/trial/CancerCare-24-6408
CancerCare-20-3766,Penile Cancer,Terminated,Allan Blair Cancer Care Centre,"6449 Cancer Centre Road, Saguenay, Quebec, J1H 6W0",Saguenay,Quebec,48.4286,-71.0321,Melissa Gagné,https://cancertrialscanada.com/trial/CancerCare-20-3766
IND-16-8372,Multiple Myeloma,Recruiting,Hotel-Dieu Grace Cancer Research Centre,"2098 Cedar Blvd, Richmond, British Columbia, V2S 6G1",Richmond,British Columbia,49.2153,-123.1714,Linda Taylor,https://cancertrialscanada.com/trial/IND-16-8372
BCCA-16-1924,Cervical Cancer,Recruiting,Pembroke Regional Medical Sciences Centre,"1943 Research Drive, Lévis, Quebec, G9A 7M4",Lévis,Quebec,46.8456,-71.1494,Mark Thomas,https://cancertrialscanada.com/trial/BCCA-16-1924
BCCA-22-9763,Breast Cancer,Recruiting,Hotel-Dieu Grace University Health Network,"6659 Centre Street, Saint-Jean-sur-Richelieu, Quebec, G6V 1A8",Saint-Jean-sur-Richelieu,Quebec,45.263,-73.2743,Elizabeth Jackson,https://cancertrialscanada.com/trial/BCCA-22-9763
BCCA-22-5943,Soft Tissue Sarcoma,Recruiting,Sunnybrook Cancer Treatment Centre,"8240 Pine Street, Calgary, Alberta, T5J 8Y3",Calgary,Alberta,51.0846,-114.1024,Sarah Harris,https://cancertrialscanada.com/trial/BCCA-22-5943
BCCA-10-4346,Head and Neck Cancer,Completed,Humber River Comprehensive Cancer Centre,"7525 Main Street, Vernon, British Columbia, V9W 2Y7",Vernon,British Columbia,50.2255,-119.3192,Robert Liu,https://cancertrialscanada.com/trial/BCCA-10-4346
CTEP-13-5607,Mesothelioma,Recruiting,Hamilton Health Sciences Community Cancer Centre,"4876 Victoria Street, Montague, Prince Edward Island, C0A 8G9",Montague,Prince Edward Island,46.1276,-62.6456,Kenneth Smith,https://cancertrialscanada.com/trial/CTEP-13-5607
BCCA-22-0842,Uterine Cancer,Terminated,Pembroke Regional Integrated Cancer Centre,"1247 Pine Street, Dartmouth, Nova Scotia, B1P 1V7",Dartmouth,Nova Scotia,44.7039,-63.5428,William Morin,https://cancertrialscanada.com/trial/BCCA-22-0842
HREBA.CC-11-7012,Cervical Cancer,"Active, not recruiting",Collingwood General Medical Sciences Centre,"8071 Cancer Centre Road, Airdrie, Alberta, T8V 7B4",Airdrie,Alberta,51.2765,-114.0346,Sharon Fortin,https://cancertrialscanada.com/trial/HREBA.CC-11-7012
IND-23-7778,Brain Cancer,"Active, not recruiting",Brantford General Community Cancer Centre,"5686 King Street, Charlottetown, Prince Edward Island, C0A 4V8",Charlottetown,Prince Edward Island,46.1913,-63.1579,Yuki Thomas,https://cancertrialscanada.com/trial/IND-23-7778
CancerCare-14-4186,Brain Cancer,Recruiting,Sault Area Hospital Comprehensive Cancer Centre,"356 Dundas Street, Labrador City, Newfoundland and Labrador, A1V 5S4",Labrador City,Newfoundland and Labrador,52.9054,-66.8996,Thomas Young,https://cancertrialscanada.com/trial/CancerCare-14-4186
NCI-10-9899,Colorectal Cancer,Completed,Dalhousie University Advanced Cancer Research Institute,"306 Maple Drive, Lévis, Quebec, J4K 1V5",Lévis,Quebec,46.7682,-71.142,Cynthia Young,https://cancertrialscanada.com/trial/NCI-10-9899
BCCA-23-0155,Head and Neck Cancer,Not yet recruiting,Hotel-Dieu Grace Cancer Treatment Centre,"2301 Maple Drive, Labrador City, Newfoundland and Labrador, A1V 7S6",Labrador City,Newfoundland and Labrador,52.9336,-66.8884,Anthony Lavoie,https://cancertrialscanada.com/trial/BCCA-23-0155
UHN-11-7269,Melanoma,Recruiting,Brantford General Medical Sciences Centre,"6611 Queen Street, Thompson, Manitoba, R7A 3Z2",Thompson,Manitoba,55.6951,-97.8931,David Walker,https://cancertrialscanada.com/trial/UHN-11-7269
QCI-18-0512,Ovarian Cancer,Recruiting,Grand River Integrated Cancer Centre,"892 Park Road, Cornwall, Prince Edward Island, C1B 7Z0",Cornwall,Prince Edward Island,46.2113,-63.1604,Steven Li,https://cancertrialscanada.com/trial/QCI-18-0512
IND-17-3251,Thyroid Cancer,Recruiting,Trillium Health Centre for Cancer Medicine,"6196 Elm Ave, Windsor, Ontario, K7L 3W5",Windsor,Ontario,42.3246,-83.0346,Mohammed Thomas,https://cancertrialscanada.com/trial/IND-17-3251
IND-16-9013,Bladder Cancer,"Active, not recruiting",Lakeridge Health Cancer Treatment Centre,"3323 King Street, Kamloops, British Columbia, V1Y 3G5",Kamloops,British Columbia,50.6882,-120.3045,Priya Garcia,https://cancertrialscanada.com/trial/IND-16-9013
OCN-20-0059,Leukemia,Completed,Winchester District Memorial Medical Sciences Centre,"3159 Dundas Street, Saint John, New Brunswick, E2L 5L7",Saint John,New Brunswick,45.2879,-66.0481,Patricia Li,https://cancertrialscanada.com/trial/OCN-20-0059
QCI-13-6610,Breast Cancer,Recruiting,South Muskoka Memorial Regional Cancer Program,"1236 Pine Street, Truro, Nova Scotia, B1P 6R7",Truro,Nova Scotia,45.369,-63.2974,Priya Cook,https://cancertrialscanada.com/trial/QCI-13-6610
OCN-21-9791,Head and Neck Cancer,Recruiting,Mackenzie Health Cancer Care Centre,"7375 Birch Road, Spruce Grove, Alberta, T1A 3L3",Spruce Grove,Alberta,53.5665,-113.864,Mark Gauthier,https://cancertrialscanada.com/trial/OCN-21-9791
HREBA.CC-11-2782,Penile Cancer,Completed,Tom Baker Clinical Trials Unit,"2164 Park Road, Moose Jaw, Saskatchewan, S9H 2P5",Moose Jaw,Saskatchewan,50.3515,-105.5736,Amanda Stewart,https://cancertrialscanada.com/trial/HREBA.CC-11-2782
OCN-23-9408,Vulvar Cancer,Completed,Georgian Bay General University Health Network,"7210 Clinical Ave, Abbotsford, British Columbia, V1Y 1V8",Abbotsford,British Columbia,49.0605,-122.3036,Deborah Li,https://cancertrialscanada.com/trial/OCN-23-9408
OCN-24-2413,Lymphoma,"Active, not recruiting",Kemptville District General Hospital Cancer Program,"2578 Wellington Street, London, Ontario, P3E 9T8",London,Ontario,42.98,-81.2085,Deborah Young,https://cancertrialscanada.com/trial/OCN-24-2413
OCN-10-2509,Lymphoma,"Active, not recruiting",Lakeridge Health Clinical Trials Unit,"2773 Laurier Blvd, Nanaimo, British Columbia, V6Y 2V4",Nanaimo,British Columbia,49.1579,-123.9491,Michelle Thompson,https://cancertrialscanada.com/trial/OCN-10-2509
QCI-22-4343,Melanoma,Suspended,Royal Victoria Provincial Cancer Agency,"3182 Maple Drive, Steinbach, Manitoba, R7A 7Z1",Steinbach,Manitoba,49.5235,-96.7142,Jennifer Morin,https://cancertrialscanada.com/trial/QCI-22-4343
CCTG-24-3106,Lung Cancer,Recruiting,Sault Area Provincial Cancer Agency,"4399 Victoria Street, St. Catharines, Ontario, L2S 2C6",St. Catharines,Ontario,43.174,-79.2442,Luis Scott,https://cancertrialscanada.com/trial/CCTG-24-3106
IND-24-6047,Testicular Cancer,Completed,Michael Garron Comprehensive Cancer Centre,"1777 Research Drive, Portage la Prairie, Manitoba, R5G 6E2",Portage la Prairie,Manitoba,49.9678,-98.3453,Michael Phillips,https://cancertrialscanada.com/trial/IND-24-6047
OCN-18-2701,Leukemia,Recruiting,Cross Cancer Advanced Cancer Research Institute,"731 Pine Street, Truro, Nova Scotia, B3H 3B2",Truro,Nova Scotia,45.3843,-63.3349,Daniel Sanchez,https://cancertrialscanada.com/trial/OCN-18-2701
QCI-18-9738,Uterine Cancer,Completed,McGill University Health Centre Clinical Trials Unit,"9131 Oak Ave, Saint John, New Brunswick, E2L 4Z1",Saint John,New Brunswick,45.2225,-66.0941,Matthew Adams,https://cancertrialscanada.com/trial/QCI-18-9738
CancerCare-17-6193,Testicular Cancer,Completed,McGill University Health Centre Cancer Research Centre,"9045 Hospital Drive, Kelowna, British Columbia, V1Y 7A1",Kelowna,British Columbia,49.8328,-119.5293,Hiroshi Cook,https://cancertrialscanada.com/trial/CancerCare-17-6193
OCN-10-7597,Neuroendocrine Tumors,Not yet recruiting,Lakeridge Health Centre for Cancer Medicine,"2009 Richmond Road, Stratford, Prince Edward Island, C0A 1S1",Stratford,Prince Edward Island,46.1845,-63.0636,Hiroshi Wang,https://cancertrialscanada.com/trial/OCN-10-7597
CCTG-21-0836,Bone Cancer,Recruiting,Michael Garron Advanced Cancer Research Institute,"5781 College Ave, Calgary, Alberta, T5J 3H3",Calgary,Alberta,51.0309,-114.1188,James Green,https://cancertrialscanada.com/trial/CCTG-21-0836
OCN-10-5438,Penile Cancer,Recruiting,Winchester District Memorial Provincial Cancer Agency,"5789 Victoria Street, Miramichi, New Brunswick, E3B 6X7",Miramichi,New Brunswick,47.0588,-65.4732,Daniel Smith,https://cancertrialscanada.com/trial/OCN-10-5438
CancerCare-15-6530,Head and Neck Cancer,Recruiting,Hotel-Dieu Grace Oncology Research Institute,"7069 Birch Road, St. Albert, Alberta, T9E 3R2",St. Albert,Alberta,53.6087,-113.6344,Sandra Garcia,https://cancertrialscanada.com/trial/CancerCare-15-6530
IND-20-0806,Neuroendocrine Tumors,"Active, not recruiting",Mackenzie Health Cancer Research Centre,"5162 Elm Ave, Thompson, Manitoba, R5G 6Z8",Thompson,Manitoba,55.6986,-97.8445,Steven Park,https://cancertrialscanada.com/trial/IND-20-0806
UHN-15-2233,Penile Cancer,Recruiting,The Ottawa Hospital Cancer Care Centre,"3999 Oak Ave, Grand Falls-Windsor, Newfoundland and Labrador, A2A 2J0",Grand Falls-Windsor,Newfoundland and Labrador,48.909,-55.656,Elizabeth Harris,https://cancertrialscanada.com/trial/UHN-15-2233
OCN-22-4212,Gallbladder Cancer,Completed,Lakeridge Health Regional Cancer Program,"8498 Laurier Blvd, Lévis, Quebec, J1H 9M0",Lévis,Quebec,46.8008,-71.2046,Carol Walker,https://cancertrialscanada.com/trial/OCN-22-4212
NCI-19-5771,Gallbladder Cancer,Suspended,Allan Blair Oncology Research Institute,"2899 Pine Street, London, Ontario, L6P 5R1",London,Ontario,42.9544,-81.2667,Li Walker,https://cancertrialscanada.com/trial/NCI-19-5771
BCCA-11-5242,Bladder Cancer,Recruiting,Princess Margaret Medical Sciences Centre,"6536 Dundas Street, Longueuil, Quebec, G7H 5M5",Longueuil,Quebec,45.5795,-73.5395,Mark Jones,https://cancertrialscanada.com/trial/BCCA-11-5242
CTEP-22-7194,Melanoma,Suspended,Hamilton Health Sciences Cancer Care Centre,"1684 Cancer Centre Road, New Glasgow, Nova Scotia, B3H 2J9",New Glasgow,Nova Scotia,45.6018,-62.6383,Hiroshi Taylor,https://cancertrialscanada.com/trial/CTEP-22-7194
UHN-15-8965,Gallbladder Cancer,Recruiting,Tom Baker Cancer Care Centre,"541 College Ave, Quebec City, Quebec, J1H 3P5",Quebec City,Quebec,46.8575,-71.2246,Sarah Hall,https://cancertrialscanada.com/trial/UHN-15-8965
HREBA.CC-11-7445,Breast Cancer,Suspended,Sault Area Hospital Cancer Research Centre,"8082 Cancer Centre Road, Summerside, Prince Edward Island, C0A 9A4",Summerside,Prince Edward Island,46.4237,-63.7485,Deborah Thomas,https://cancertrialscanada.com/trial/HREBA.CC-11-7445
CancerCare-12-2172,Breast Cancer,Completed,Kemptville District Cancer Care Centre,"6112 Hospital Drive, Regina, Saskatchewan, S6V 6E6",Regina,Saskatchewan,50.4775,-104.6305,Laura Brown,https://cancertrialscanada.com/trial/CancerCare-12-2172
CCTG-16-2968,Melanoma,Not yet recruiting,Lakeridge Health Regional Cancer Program,"8213 Victoria Street, Corner Brook, Newfoundland and Labrador, A1B 1S7",Corner Brook,Newfoundland and Labrador,48.9363,-57.9023,Charles Wilson,https://cancertrialscanada.com/trial/CCTG-16-2968
CancerCare-17-8286,Bladder Cancer,"Active, not recruiting",Stevenson Memorial Regional Cancer Program,"9333 Victoria Street, Grand Falls-Windsor, Newfoundland and Labrador, A2H 8Y1",Grand Falls-Windsor,Newfoundland and Labrador,48.888,-55.7052,Mark Collins,https://cancertrialscanada.com/trial/CancerCare-17-8286
NCI-19-0559,Prostate Cancer,"Active, not recruiting",Mackenzie Health Regional Cancer Program,"3285 Dundas Street, Kelowna, British Columbia, V9R 3R9",Kelowna,British Columbia,49.9235,-119.4953,Jessica Wilson,https://cancertrialscanada.com/trial/NCI-19-0559
IND-18-6135,Brain Cancer,Suspended,Brantford General Advanced Cancer Research Institute,"2732 Maple Drive, Kamloops, British Columbia, V2S 8J9",Kamloops,British Columbia,50.6767,-120.3639,Steven Allen,https://cancertrialscanada.com/trial/IND-18-6135
CancerCare-20-5933,Adrenal Cancer,Recruiting,Riverside Health Clinical Trials Unit,"9921 Queen Street, Charlottetown, Prince Edward Island, C1B 9N1",Charlottetown,Prince Edward Island,46.2081,-63.1407,Raj Turner,https://cancertrialscanada.com/trial/CancerCare-20-5933
HREBA.CC-22-3930,Anal Cancer,Recruiting,London Health Sciences Cancer Treatment Centre,"6165 Health Sciences Way, Lethbridge, Alberta, T9E 1S5",Lethbridge,Alberta,49.7388,-112.8877,Nancy Perez,https://cancertrialscanada.com/trial/HREBA.CC-22-3930
CTEP-14-1828,Neuroendocrine Tumors,Suspended,Pembroke Regional Advanced Cancer Research Institute,"3847 Birch Road, Fredericton, New Brunswick, E2A 4T8",Fredericton,New Brunswick,45.9431,-66.6729,Matthew Sanchez,https://cancertrialscanada.com/trial/CTEP-14-1828
CCTG-16-6732,Cervical Cancer,Recruiting,Winchester District Memorial Advanced Cancer Research Institute,"8261 King Street, Winnipeg, Manitoba, R7A 9H6",Winnipeg,Manitoba,49.9275,-97.1635,Ashley Jackson,https://cancertrialscanada.com/trial/CCTG-16-6732
OCN-11-2773,Colorectal Cancer,Recruiting,Dr. H. Bliss Murphy Cancer Research Centre,"8350 Wellington Street, Medicine Hat, Alberta, T4N 5E4",Medicine Hat,Alberta,50.0514,-110.7075,Sandra Perez,https://cancertrialscanada.com/trial/OCN-11-2773
CCTG-10-5979,Uterine Cancer,Not yet recruiting,Sunnybrook Community Cancer Centre,"6484 Main Street, Stratford, Prince Edward Island, C1B 6K9",Stratford,Prince Edward Island,46.2407,-63.1309,Nancy Nelson,https://cancertrialscanada.com/trial/CCTG-10-5979
IND-13-5054,Testicular Cancer,Not yet recruiting,Kingston General Cancer Treatment Centre,"4406 King Street, Cornwall, Prince Edward Island, C0A 5V9",Cornwall,Prince Edward Island,46.1866,-63.221,Joshua Morris,https://cancertrialscanada.com/trial/IND-13-5054
CCTG-12-9385,Soft Tissue Sarcoma,Not yet recruiting,Muskoka Algonquin Cancer Research Centre,"9447 Wellington Street, Lethbridge, Alberta, T1J 2L1",Lethbridge,Alberta,49.6682,-112.7927,Laura Carter,https://cancertrialscanada.com/trial/CCTG-12-9385
UHN-23-8804,Brain Cancer,Completed,North Bay Regional Comprehensive Cancer Centre,"3457 Birch Road, Vernon, British Columbia, V9R 8G3",Vernon,British Columbia,50.258,-119.2781,Thomas Gagné,https://cancertrialscanada.com/trial/UHN-23-8804
OCN-10-3554,Bladder Cancer,Recruiting,William Osler Advanced Cancer Research Institute,"3456 Victoria Street, St. John's, Newfoundland and Labrador, A2A 5B1",St. John's,Newfoundland and Labrador,47.5716,-52.6745,Yuki Wilson,https://cancertrialscanada.com/trial/OCN-10-3554
CTEP-19-5149,Uterine Cancer,Completed,Winchester District Memorial University Health Network,"452 Oncology Blvd, Kitchener, Ontario, L8N 8V9",Kitchener,Ontario,43.489,-80.5397,James Stewart,https://cancertrialscanada.com/trial/CTEP-19-5149
OCN-18-5757,Liver Cancer,Recruiting,Trillium Health Clinical Trials Unit,"7143 Pine Street, Vernon, British Columbia, V2L 8Z2",Vernon,British Columbia,50.2408,-119.3181,James White,https://cancertrialscanada.com/trial/OCN-18-5757
HREBA.CC-21-8518,Uterine Cancer,Suspended,Muskoka Algonquin Provincial Cancer Agency,"6571 Centre Street, Spruce Grove, Alberta, T2N 7P3",Spruce Grove,Alberta,53.588,-113.9258,Sarah Morgan,https://cancertrialscanada.com/trial/HREBA.CC-21-8518
